* Measurement data measured by REW V5.40 beta 107
* Source: Input device not selected, no input selected, L, volume: no control. Timing signal peak level -37.0 dBFS, measurement signal peak level -36.1 dBFS
* Format: 8 second File FSAF from PINK_NOISE_REFERENCE.wav starting at 0 s at -12.0 dBFS using an acoustic timing reference
* Dated: 2025 Dec 2 14:53:00
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: HP: L-R 12 dB/octave at 20 Hz LP: L-R 12 dB/octave at 20 kHz
* Measurement: R LAV Dec 2
* Smoothing: None
* Frequency Step: 0.3364563 Hz
* Start Frequency: 10.093689 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
274.211884 71.418 -8.9000
274.548340 71.442 -8.6121
274.884796 71.478 -8.4573
275.221252 71.518 -8.4572
275.557709 71.551 -8.6060
275.894165 71.570 -8.8743
276.230621 71.569 -9.2157
276.567078 71.546 -9.5751
276.903534 71.501 -9.8969
277.239990 71.438 -10.1320
277.576447 71.363 -10.2441
277.912903 71.284 -10.2150
278.249359 71.210 -10.0463
278.585815 71.148 -9.7598
278.922272 71.102 -9.3946
279.258728 71.076 -8.9990
279.595184 71.070 -8.6229
279.931641 71.080 -8.3083
280.268097 71.100 -8.0844
280.604553 71.125 -7.9636
280.941010 71.149 -7.9436
281.277466 71.167 -8.0081
281.613922 71.174 -8.1312
281.950378 71.168 -8.2806
282.286835 71.149 -8.4207
282.623291 71.118 -8.5162
282.959747 71.079 -8.5370
283.296204 71.036 -8.4630
283.632660 70.997 -8.2893
283.969116 70.967 -8.0294
284.305573 70.951 -7.7150
284.642029 70.951 -7.3907
284.978485 70.968 -7.1052
285.314941 70.996 -6.8997
285.651398 71.029 -6.7986
285.987854 71.060 -6.8044
286.324310 71.082 -6.8983
286.660767 71.090 -7.0450
286.997223 71.083 -7.2015
287.333679 71.063 -7.3259
287.670135 71.032 -7.3864
288.006592 70.997 -7.3665
288.343048 70.963 -7.2685
288.679504 70.935 -7.1105
289.015961 70.915 -6.9208
289.352417 70.904 -6.7291
289.688873 70.899 -6.5583
290.025330 70.897 -6.4196
290.361786 70.896 -6.3101
290.698242 70.892 -6.2176
